crop,location,month,season,festival,previous_demand,supply,temperature,quantity_demanded,recommended_price
Grapes,Junnar,8,Rabi,0,7411,10132,16.4,5844,13.57
Grapes,Manchar,5,Zaid,0,10463,2324,30.5,9363,30.56
Rice (Basmati),Pune,1,Monsoon,0,4324,8035,27.5,4757,15.08
Potato,Pune,1,Monsoon,0,14770,14917,25.7,7384,10.0
Tomato,Pune,11,Rabi,0,11739,13638,15.6,7126,15.23
Soybean,Manchar,4,Kharif,0,9466,3314,32.8,9280,28.95
Wheat,Baramati,7,Rabi,0,5859,8785,16.4,7199,17.62
Onion,Pune,9,Rabi,1,14052,13973,8.8,10218,26.37
Rice (Basmati),Junnar,2,Monsoon,1,8123,12265,28.2,9026,17.14
Soybean,Manchar,11,Kharif,0,9462,7846,18.4,9825,22.97
Tomato,Chakan,3,Zaid,0,16833,18643,30.3,8103,10.0
Onion,Manchar,8,Kharif,0,13070,14398,17.3,5090,16.04
Potato,Junnar,12,Rabi,0,17818,14080,23.0,8995,12.37
Soybean,Chakan,8,Monsoon,0,4656,4704,11.8,7120,23.62
Wheat,Baramati,7,Kharif,0,9398,5644,18.5,8930,24.93
Pomegranate,Manchar,10,Monsoon,0,5642,5951,14.6,4916,18.45
Grapes,Junnar,11,Rabi,1,11087,6713,20.5,13475,32.14
Tomato,Narayangaon,11,Kharif,0,16913,19312,17.0,7477,10.0
Pomegranate,Chakan,6,Monsoon,1,9254,5807,22.9,9750,27.91
Potato,Chakan,6,Monsoon,0,16778,10696,20.5,9571,18.31
Potato,Pune,4,Zaid,0,15967,16153,30.7,8346,10.0
Soybean,Manchar,12,Kharif,0,5122,9832,22.8,5019,12.78
Soybean,Narayangaon,4,Monsoon,1,6977,4571,31.0,10060,30.23
Pomegranate,Pune,1,Monsoon,0,7585,8788,27.2,5233,14.67
Rice (Basmati),Manchar,7,Kharif,1,5446,8871,13.6,8979,22.16
Potato,Narayangaon,5,Zaid,0,17697,15280,27.4,7044,10.0
Onion,Junnar,4,Zaid,0,15177,14079,31.2,8295,21.32
Wheat,Chakan,7,Rabi,0,7200,7840,16.3,5778,16.91
Onion,Junnar,9,Zaid,1,13553,13499,13.7,11825,29.49
Grapes,Pune,9,Kharif,0,8815,6540,14.1,8777,23.35
Grapes,Narayangaon,10,Monsoon,1,7644,1513,11.3,10728,35.82
Tomato,Manchar,11,Kharif,0,13468,10680,17.6,6910,19.35
Rice (Basmati),Baramati,4,Rabi,0,3879,9227,33.8,2788,10.34
Wheat,Pune,8,Monsoon,0,7675,5058,13.4,8356,24.95
Potato,Pune,2,Zaid,1,9232,13711,33.2,7656,12.92
Rice (Basmati),Narayangaon,11,Kharif,0,6219,2694,17.9,8300,28.41
Soybean,Junnar,12,Monsoon,1,7758,8769,23.3,9548,23.17
Soybean,Chakan,9,Kharif,0,9507,5072,12.3,8524,25.18
Pomegranate,Junnar,11,Rabi,0,8326,5454,21.1,8080,23.94
Tomato,Hadapsar,10,Monsoon,0,14550,11178,19.2,7393,19.32
Wheat,Manchar,4,Rabi,1,9063,11087,29.2,10966,21.82
Wheat,Junnar,1,Kharif,0,5204,9506,27.4,6068,14.84
Tomato,Narayangaon,12,Rabi,1,14946,17141,21.4,10347,16.81
Pomegranate,Hadapsar,4,Monsoon,1,9639,7560,28.7,10049,25.73
Soybean,Baramati,2,Zaid,0,6369,5498,31.9,5173,19.51
Tomato,Chakan,2,Kharif,0,15545,14544,33.0,7036,13.74
Onion,Pune,1,Monsoon,1,12328,15310,29.6,11926,26.92
Grapes,Pune,1,Zaid,1,10226,3767,28.2,9881,31.17
Wheat,Narayangaon,11,Rabi,0,10054,7999,20.2,8038,20.06
Potato,Pune,8,Kharif,1,16197,9188,12.0,14115,29.39
Tomato,Manchar,2,Rabi,1,15159,15397,32.1,10723,19.99
Wheat,Pune,9,Monsoon,0,8568,7144,10.4,7114,19.96
Grapes,Junnar,7,Monsoon,0,7455,9584,15.4,6295,15.07
Grapes,Hadapsar,1,Rabi,1,4980,5949,26.6,9748,27.7
Wheat,Hadapsar,4,Kharif,1,8350,4087,30.5,12246,34.24
Tomato,Narayangaon,5,Kharif,0,15951,9133,25.9,9386,25.38
Pomegranate,Baramati,9,Zaid,1,5989,4059,11.4,9877,30.73
Pomegranate,Narayangaon,9,Rabi,1,7306,8427,9.9,9822,24.09
Soybean,Chakan,8,Rabi,0,8522,6438,13.0,6990,20.83
Pomegranate,Hadapsar,1,Zaid,0,9228,7439,27.3,8622,21.78
Rice (Basmati),Narayangaon,6,Monsoon,0,7302,1605,20.7,8147,29.81
Tomato,Narayangaon,11,Monsoon,0,10152,10263,18.3,7786,21.28
Onion,Hadapsar,11,Rabi,1,14777,17105,16.3,9275,20.26
Grapes,Narayangaon,9,Zaid,0,13144,876,13.2,10438,34.34
Onion,Narayangaon,12,Kharif,0,16685,13558,24.7,7094,20.3
Rice (Basmati),Chakan,4,Monsoon,1,7290,3251,35.0,9816,31.85
Grapes,Baramati,10,Zaid,1,8206,6873,10.5,11023,28.22
Soybean,Chakan,7,Rabi,0,8405,7101,15.6,6606,19.26
Pomegranate,Hadapsar,9,Rabi,0,7064,4776,15.2,6889,23.17
Soybean,Manchar,2,Monsoon,0,5335,6273,34.4,6119,19.77
Rice (Basmati),Pune,1,Kharif,0,10317,6791,31.2,7861,21.6
Tomato,Chakan,2,Monsoon,0,16928,13450,29.1,6962,15.27
Pomegranate,Hadapsar,3,Monsoon,0,5372,8483,32.8,5963,16.22
Grapes,Manchar,5,Monsoon,1,6796,4917,25.3,9702,29.18
Soybean,Baramati,11,Monsoon,0,9361,6155,21.0,9038,24.32
Rice (Basmati),Hadapsar,9,Monsoon,0,9952,9999,10.7,6704,15.06
Wheat,Narayangaon,3,Monsoon,1,4042,5828,32.0,10456,28.94
Grapes,Hadapsar,10,Kharif,1,7347,6812,16.4,10277,27.2
Grapes,Manchar,11,Zaid,0,7660,10592,16.6,5867,12.91
Wheat,Baramati,11,Kharif,0,8336,632,20.5,8434,31.7
Grapes,Pune,7,Zaid,0,6748,6862,19.4,4395,16.3
Potato,Hadapsar,9,Monsoon,1,16471,13655,12.6,11781,19.19
Pomegranate,Hadapsar,7,Kharif,0,7546,6146,17.3,7903,22.64
Tomato,Narayangaon,3,Rabi,0,14159,13777,32.9,7113,15.0
Pomegranate,Chakan,9,Monsoon,0,6508,4846,13.5,6535,22.53
Pomegranate,Narayangaon,2,Zaid,0,7234,7854,30.2,5892,17.06
Wheat,Pune,6,Monsoon,1,7679,12752,19.9,7892,14.71
Soybean,Pune,10,Monsoon,0,5328,11839,12.3,5309,10.2
Wheat,Hadapsar,4,Kharif,1,11281,3546,33.6,11709,34.24
Tomato,Manchar,1,Kharif,0,15151,16122,26.9,7999,12.82
Grapes,Manchar,2,Monsoon,1,8796,5870,34.7,10988,29.68
Grapes,Hadapsar,8,Zaid,0,7994,5167,12.7,7273,23.16
Tomato,Baramati,7,Monsoon,1,16288,12032,17.4,12930,28.35
Pomegranate,Junnar,4,Zaid,0,9342,12757,30.6,6111,10.03
Soybean,Baramati,1,Kharif,0,5791,3578,27.9,8233,26.98
Pomegranate,Pune,6,Monsoon,0,6817,4061,26.2,7330,24.9
Onion,Hadapsar,7,Monsoon,0,14662,15422,17.2,5854,15.65
Soybean,Baramati,4,Zaid,0,9319,10916,32.7,6546,13.44
Onion,Narayangaon,1,Monsoon,0,12411,13290,27.6,7173,20.82
Soybean,Manchar,7,Zaid,0,9224,7495,20.0,8553,21.59
Rice (Basmati),Narayangaon,3,Zaid,0,6519,8662,32.3,6307,16.47
Soybean,Manchar,5,Kharif,0,5574,8310,28.7,5169,15.29
Pomegranate,Manchar,3,Zaid,0,6152,9014,31.5,5887,15.31
Onion,Baramati,7,Zaid,0,11637,12761,16.8,5207,18.67
Wheat,Chakan,3,Kharif,0,7890,4194,32.0,6419,23.34
Tomato,Baramati,12,Kharif,1,13545,15314,22.3,10569,19.88
Tomato,Pune,1,Rabi,0,13718,20561,24.4,5339,10.0
Pomegranate,Chakan,7,Monsoon,0,7702,7772,17.1,5629,16.79
Grapes,Pune,9,Zaid,0,6872,2765,14.5,7421,26.98
Soybean,Narayangaon,9,Zaid,0,5637,6576,14.4,8285,22.56
Tomato,Pune,4,Zaid,1,14200,11637,30.5,11802,27.25
Soybean,Pune,7,Monsoon,0,7423,8614,17.9,5591,15.46
Grapes,Narayangaon,9,Zaid,1,11232,8565,17.5,9370,23.21
Tomato,Baramati,9,Kharif,1,15379,15084,9.1,10005,19.38
Soybean,Junnar,10,Monsoon,1,6680,9205,12.6,10150,23.42
Grapes,Junnar,6,Kharif,0,7360,487,19.3,7691,30.81
Wheat,Narayangaon,7,Rabi,0,7242,8290,17.4,6076,16.68
Pomegranate,Pune,6,Kharif,0,8677,4019,22.0,6799,24.17
Tomato,Pune,8,Kharif,0,15111,14854,13.7,7029,13.26
Onion,Narayangaon,3,Kharif,0,15539,13282,33.0,9421,24.21
Grapes,Baramati,1,Kharif,0,9933,4809,23.2,8788,25.97
Pomegranate,Baramati,6,Monsoon,1,8214,5703,23.3,10495,29.19
Grapes,Baramati,1,Rabi,0,7219,6959,25.9,6183,18.84
Onion,Junnar,11,Monsoon,0,15904,12610,17.1,9277,25.0
Grapes,Hadapsar,10,Monsoon,0,9698,3314,14.7,8937,28.43
Wheat,Manchar,6,Zaid,0,4506,6737,18.7,3275,14.81
Potato,Chakan,11,Kharif,0,13078,14826,19.0,7823,10.0
Pomegranate,Baramati,1,Monsoon,0,7865,9479,26.8,3964,11.73
Rice (Basmati),Chakan,11,Rabi,0,6689,2227,14.9,7115,27.33
Soybean,Chakan,4,Kharif,0,7717,4393,34.3,8367,25.96
Potato,Junnar,1,Rabi,1,13806,9314,26.8,11763,25.67
Grapes,Manchar,12,Kharif,0,5794,8551,22.4,5332,15.17
Pomegranate,Manchar,6,Rabi,0,9324,3736,19.1,10475,30.11
Pomegranate,Hadapsar,12,Kharif,1,13855,4014,20.2,12772,35.14
Wheat,Narayangaon,8,Zaid,0,5237,2004,8.9,6975,27.46
Tomato,Baramati,3,Rabi,0,12523,15901,29.2,6060,10.24
Pomegranate,Chakan,12,Kharif,1,6686,4756,20.7,9861,29.66
Onion,Narayangaon,4,Kharif,0,12280,16569,31.6,7709,16.71
Pomegranate,Baramati,5,Kharif,0,3193,9981,28.3,2782,10.0
Tomato,Hadapsar,7,Monsoon,1,14847,13992,16.1,10851,22.29
Wheat,Pune,6,Kharif,1,9033,8669,20.0,8760,22.14
Pomegranate,Junnar,9,Monsoon,0,12183,6412,8.0,8275,22.8
Onion,Pune,12,Zaid,0,18343,11247,23.0,9876,27.94
Potato,Hadapsar,12,Zaid,0,11695,10900,24.2,7618,15.08
Soybean,Hadapsar,7,Kharif,1,9292,3752,19.5,11752,34.0
Tomato,Pune,5,Rabi,0,14769,15019,29.0,5787,11.15
Tomato,Baramati,5,Kharif,0,15507,11257,25.9,9672,22.62
Wheat,Pune,10,Kharif,0,8206,715,16.7,9510,33.19
Grapes,Hadapsar,3,Rabi,0,12176,8269,31.3,8187,19.88
Potato,Pune,6,Zaid,0,13898,13477,23.0,7057,10.37
Rice (Basmati),Pune,9,Kharif,1,7130,10101,8.8,8575,19.71
Wheat,Manchar,4,Zaid,0,8044,13443,30.9,6342,10.0
Rice (Basmati),Hadapsar,9,Kharif,0,8818,2795,9.1,9947,30.73
Pomegranate,Junnar,12,Zaid,1,7783,5554,19.7,10587,29.55
Onion,Manchar,4,Zaid,1,19610,12974,29.1,14338,34.05
Grapes,Pune,9,Kharif,0,3207,5949,13.2,4983,18.55
Tomato,Pune,12,Rabi,1,14050,16434,23.5,8815,15.57
Pomegranate,Chakan,2,Rabi,0,7430,8100,28.6,7101,18.5
Soybean,Junnar,6,Kharif,0,6116,5130,21.6,7745,23.92
Potato,Baramati,12,Kharif,1,13738,14183,20.3,11525,18.01
Grapes,Narayangaon,8,Monsoon,0,6149,5939,12.3,6766,21.24
Soybean,Narayangaon,3,Kharif,0,7778,5771,30.9,7534,22.64
Grapes,Narayangaon,9,Kharif,0,4732,5438,13.0,5371,19.9
Pomegranate,Manchar,4,Kharif,0,6571,6883,31.8,7292,20.61
Tomato,Baramati,4,Kharif,0,19404,12610,30.9,9562,20.43
Rice (Basmati),Hadapsar,1,Rabi,0,9724,3141,28.5,9337,29.29
Pomegranate,Hadapsar,8,Zaid,1,9499,6554,9.6,11035,28.72
Tomato,Junnar,8,Zaid,0,17929,18751,13.3,9262,10.77
Onion,Chakan,11,Kharif,0,16067,17702,15.7,7545,14.76
Potato,Baramati,11,Zaid,0,17404,13168,16.4,9495,14.49
Rice (Basmati),Pune,5,Kharif,0,11618,7902,25.8,9385,22.22
Grapes,Baramati,3,Zaid,1,7810,5667,31.4,8876,26.81
Soybean,Junnar,5,Zaid,0,7729,8431,27.1,6865,17.65
Potato,Pune,8,Monsoon,0,14675,11322,13.5,9211,16.83
Soybean,Manchar,4,Zaid,0,9412,7070,31.9,6543,19.21
Grapes,Baramati,5,Monsoon,0,7310,1820,24.7,8733,30.37
Wheat,Hadapsar,2,Rabi,0,8961,4318,30.2,7258,24.41
Tomato,Narayangaon,6,Kharif,1,14771,13869,20.5,10958,22.63
Pomegranate,Chakan,12,Kharif,0,5117,8567,20.4,5224,14.99
Pomegranate,Junnar,6,Kharif,1,8911,5959,23.5,9963,28.01
Rice (Basmati),Junnar,3,Kharif,0,7031,6385,32.0,7580,21.79
Potato,Manchar,6,Kharif,0,17655,19023,21.3,5922,10.0
Potato,Chakan,4,Kharif,0,13454,11323,32.1,8433,15.66
Wheat,Chakan,3,Rabi,0,5035,5560,28.6,6454,21.34
Tomato,Junnar,11,Zaid,0,15111,15028,17.9,9276,16.37
Potato,Manchar,12,Zaid,0,10935,10519,20.0,6969,14.68
Pomegranate,Baramati,6,Rabi,0,5780,8036,17.1,5100,15.6
Potato,Narayangaon,3,Zaid,0,15834,16418,32.0,8687,10.0
Pomegranate,Hadapsar,4,Kharif,0,9963,8174,30.6,5641,16.2
Onion,Narayangaon,7,Kharif,0,14546,15894,13.2,8490,18.89
Wheat,Baramati,10,Rabi,0,12584,11169,11.0,9265,17.14
Wheat,Pune,4,Rabi,0,12319,1846,29.7,10935,33.63
Potato,Narayangaon,5,Monsoon,0,13900,15491,27.4,6488,10.0
Potato,Baramati,7,Kharif,1,12032,9073,13.6,10197,23.69
Potato,Junnar,7,Kharif,0,14824,12975,18.8,7439,11.7
Wheat,Junnar,11,Monsoon,0,6737,6631,15.5,7066,20.65
Potato,Hadapsar,4,Rabi,0,13294,14906,32.0,6400,10.0
Potato,Hadapsar,8,Kharif,0,13187,16441,11.4,6203,10.0
Rice (Basmati),Hadapsar,6,Zaid,0,10780,3137,20.0,9039,28.85
Grapes,Baramati,10,Zaid,0,5951,5298,13.8,6289,21.49
Grapes,Chakan,6,Zaid,1,9594,4564,18.9,12029,33.2
Pomegranate,Baramati,12,Kharif,0,9777,10518,21.6,6409,13.84
Potato,Chakan,10,Zaid,1,12872,9086,14.3,12647,27.34
Potato,Chakan,11,Monsoon,0,10951,13008,16.0,7313,11.46
Soybean,Hadapsar,9,Rabi,0,6142,3665,11.3,6771,24.66
Soybean,Chakan,4,Zaid,1,8613,5123,29.4,11194,31.11
Onion,Pune,7,Monsoon,0,14182,13901,18.8,7964,21.09
Wheat,Chakan,12,Rabi,0,9891,4945,23.9,7514,23.85
Onion,Narayangaon,7,Zaid,0,12691,19146,15.4,6024,10.32
Wheat,Hadapsar,8,Zaid,1,10636,3105,12.5,12035,35.4
Pomegranate,Hadapsar,3,Rabi,0,8291,9895,31.9,5697,13.7
Onion,Narayangaon,10,Zaid,0,16548,15045,12.9,6359,16.97
Wheat,Chakan,6,Kharif,0,9030,7144,24.4,8134,21.49
Potato,Manchar,8,Monsoon,0,16713,12476,13.0,7926,13.18
Pomegranate,Chakan,5,Kharif,0,6976,7910,26.0,6052,17.21
Tomato,Narayangaon,2,Kharif,0,15880,9162,31.2,11335,28.26
Onion,Hadapsar,9,Zaid,0,16455,15615,11.7,8853,19.86
Potato,Pune,7,Zaid,1,13514,11570,14.4,10320,20.12
Rice (Basmati),Manchar,10,Zaid,0,7650,8493,12.4,6827,17.5
Wheat,Chakan,10,Rabi,1,8991,6190,10.7,10420,28.35
Onion,Hadapsar,2,Rabi,0,10865,12972,28.9,7565,21.89
Potato,Manchar,9,Monsoon,0,13242,14241,9.4,7947,10.56
Soybean,Manchar,11,Rabi,1,8044,5218,20.5,12583,33.05
Grapes,Hadapsar,4,Monsoon,0,9879,2655,29.0,10803,32.22
Soybean,Narayangaon,10,Kharif,0,8987,6155,12.9,8296,23.21
Tomato,Chakan,3,Rabi,1,13899,14774,30.4,11628,22.28
Potato,Manchar,11,Kharif,0,18600,13326,20.1,10655,15.99
Onion,Chakan,7,Zaid,0,13051,11545,16.1,7162,23.42
Rice (Basmati),Hadapsar,10,Monsoon,0,7454,8925,11.1,5685,15.14
Tomato,Manchar,8,Monsoon,0,16278,18004,16.2,6622,10.0
Tomato,Pune,9,Rabi,1,13423,16934,12.6,8625,14.54
Pomegranate,Baramati,5,Rabi,1,7078,7542,25.5,8346,23.21
Onion,Chakan,9,Rabi,1,14124,17239,8.0,9784,20.82
Soybean,Manchar,5,Zaid,1,10494,8670,30.8,10113,24.16
Potato,Hadapsar,5,Kharif,0,17583,12287,28.3,10232,16.92
Onion,Baramati,4,Kharif,1,14239,11458,30.6,9781,29.48
Potato,Narayangaon,12,Monsoon,0,16789,9333,21.1,12358,24.54
Tomato,Junnar,4,Rabi,1,12769,13460,31.3,10882,23.13
Onion,Chakan,8,Zaid,0,12636,14503,15.0,7308,19.21
Potato,Chakan,12,Kharif,0,15039,11494,23.2,9028,16.3
Potato,Hadapsar,8,Rabi,0,15968,14878,15.1,6909,10.0
Pomegranate,Hadapsar,12,Kharif,0,6967,3942,22.6,4930,21.48
Onion,Chakan,2,Rabi,0,11892,17416,32.1,5126,11.56
Potato,Narayangaon,12,Zaid,0,15795,11631,21.4,7426,13.69
Grapes,Hadapsar,3,Kharif,0,11325,5898,34.4,9241,25.02
Rice (Basmati),Narayangaon,2,Kharif,0,7956,8268,33.6,6509,17.36
Potato,Baramati,11,Monsoon,0,19286,12326,17.3,11173,18.27
Wheat,Manchar,3,Zaid,1,12346,731,34.9,14621,42.83
Wheat,Manchar,9,Monsoon,1,6581,6292,15.9,9498,26.81
Tomato,Junnar,2,Zaid,0,12927,11099,28.2,7842,20.11
Potato,Narayangaon,8,Zaid,0,15470,16603,15.8,8232,10.0
Rice (Basmati),Pune,12,Zaid,1,6557,7869,22.2,8573,23.06
Soybean,Chakan,8,Monsoon,1,9535,6496,15.5,13231,32.1
Pomegranate,Hadapsar,4,Rabi,0,8122,2444,28.8,6386,25.91
Potato,Baramati,3,Zaid,1,13162,12249,30.6,11979,21.59
Wheat,Manchar,12,Monsoon,1,10797,5501,23.8,10598,29.64
Rice (Basmati),Pune,6,Zaid,0,7958,2141,19.4,8203,29.09
Wheat,Junnar,11,Monsoon,0,6293,4826,15.0,8868,26.06
Rice (Basmati),Baramati,1,Rabi,1,5854,4522,28.1,9682,29.74
Tomato,Junnar,3,Zaid,1,15444,14456,32.9,10446,20.99
Soybean,Hadapsar,7,Kharif,1,9666,4924,18.7,8682,27.64
Soybean,Chakan,6,Zaid,0,7106,2177,22.2,8095,28.88
Rice (Basmati),Manchar,10,Rabi,0,8738,6811,15.2,8229,22.13
Pomegranate,Hadapsar,9,Rabi,1,7190,8252,10.4,7562,20.97
Tomato,Junnar,1,Kharif,1,19260,16151,27.4,12412,21.39
Potato,Chakan,6,Kharif,0,15581,13283,24.3,8095,12.22
Pomegranate,Hadapsar,12,Monsoon,0,4553,6197,19.9,5525,18.99
Wheat,Manchar,7,Kharif,0,7938,4040,17.6,9857,28.73
Rice (Basmati),Junnar,5,Monsoon,1,7562,4482,30.0,8842,28.54
Onion,Junnar,12,Kharif,0,17078,14825,18.6,9365,21.81
Soybean,Baramati,7,Monsoon,0,6859,6032,13.1,7801,22.65
Wheat,Chakan,7,Kharif,0,8940,6296,19.1,8336,23.06
Potato,Junnar,5,Rabi,0,12979,11928,26.9,8215,14.43
Grapes,Baramati,2,Rabi,1,8409,5262,29.7,9760,28.75
Wheat,Baramati,10,Rabi,1,7471,7414,9.5,7379,21.95
Pomegranate,Narayangaon,9,Kharif,0,9816,7616,12.0,7630,20.02
Pomegranate,Hadapsar,11,Kharif,0,3752,7534,21.3,5523,16.98
Onion,Hadapsar,10,Zaid,1,14932,16123,12.0,10347,23.34
Soybean,Pune,10,Monsoon,0,6379,1975,15.1,8116,29.21
Grapes,Manchar,12,Rabi,0,10404,6522,22.1,7939,22.13
Rice (Basmati),Pune,12,Rabi,0,10236,9497,18.8,6548,15.58
Potato,Chakan,3,Rabi,0,14396,15562,29.5,5252,10.0
Wheat,Hadapsar,9,Kharif,0,8918,5979,8.6,9391,25.12
Rice (Basmati),Chakan,12,Zaid,1,5985,6497,20.1,6731,22.35
Wheat,Junnar,10,Monsoon,1,8924,6464,13.2,10660,28.29
Potato,Baramati,10,Rabi,0,13976,13626,13.3,6212,10.0
Potato,Baramati,1,Monsoon,0,18206,11237,30.6,8895,16.49
Pomegranate,Hadapsar,7,Rabi,0,5758,665,19.5,6632,28.95
Grapes,Pune,1,Rabi,0,5833,8152,27.2,8156,20.01
Onion,Narayangaon,5,Zaid,1,15178,16524,28.4,10465,22.91
Tomato,Baramati,1,Monsoon,1,13947,10194,27.8,12187,29.99
Tomato,Pune,4,Monsoon,0,13335,12113,28.9,8546,19.65
Soybean,Baramati,8,Kharif,1,6542,6027,13.7,8994,26.45
Wheat,Chakan,7,Rabi,0,8050,4817,14.6,7791,24.46
Potato,Hadapsar,3,Kharif,0,12511,14625,30.6,6078,10.0
Potato,Manchar,10,Zaid,0,12844,11898,12.5,7561,13.49
Rice (Basmati),Manchar,12,Zaid,1,8845,5335,21.3,11225,30.84
Grapes,Pune,1,Zaid,0,8784,2372,28.2,8685,29.47
Rice (Basmati),Narayangaon,5,Kharif,0,6670,9535,25.9,6798,15.89
Rice (Basmati),Hadapsar,3,Zaid,0,11502,6421,32.5,8044,22.43
Rice (Basmati),Pune,6,Rabi,0,3935,3196,22.0,5484,23.43
Tomato,Narayangaon,3,Monsoon,0,15495,13476,33.8,8636,17.74
Grapes,Manchar,5,Kharif,0,7500,5706,29.2,6975,21.9
Grapes,Baramati,1,Kharif,0,4412,9208,23.3,5900,15.04
Rice (Basmati),Manchar,6,Monsoon,1,6504,7545,18.4,8017,22.71
Rice (Basmati),Manchar,8,Kharif,0,8359,5234,10.9,8856,25.43
Rice (Basmati),Hadapsar,8,Rabi,1,5312,4032,13.0,9939,30.86
Onion,Baramati,2,Kharif,1,13492,18360,29.7,8858,17.75
Tomato,Baramati,8,Zaid,0,13278,14088,10.2,6810,14.08
Onion,Manchar,6,Monsoon,0,13564,17773,25.9,6946,13.76
Pomegranate,Narayangaon,3,Zaid,0,7446,4821,29.5,6977,23.23
Tomato,Hadapsar,10,Kharif,0,16991,12054,15.6,10119,22.1
Wheat,Pune,4,Monsoon,0,5651,5557,29.7,7397,22.76
Wheat,Pune,9,Monsoon,0,9429,5916,13.4,8774,24.29
Potato,Chakan,8,Monsoon,0,15876,14314,17.8,5330,10.0
Soybean,Baramati,1,Kharif,0,6886,6582,29.3,7180,20.9
Grapes,Chakan,1,Rabi,0,7888,7133,25.8,6508,19.06
Pomegranate,Manchar,2,Rabi,1,8354,5464,33.3,10016,28.83
Wheat,Baramati,9,Zaid,0,6790,8506,13.1,5662,15.73
Rice (Basmati),Baramati,10,Monsoon,0,5672,5605,14.9,7317,22.57
Rice (Basmati),Baramati,2,Rabi,0,6732,3654,29.4,8165,26.77
Potato,Pune,11,Rabi,1,16322,14998,14.3,11166,16.25
Grapes,Chakan,7,Kharif,0,4931,10398,15.5,4327,10.89
Wheat,Baramati,12,Rabi,0,5230,4642,23.5,7430,24.18
Onion,Chakan,12,Monsoon,0,16001,15731,16.0,8592,19.29
Rice (Basmati),Chakan,4,Zaid,0,6926,9598,29.5,5973,14.56
Onion,Junnar,12,Kharif,0,15385,16361,17.2,8031,17.51
Tomato,Chakan,5,Zaid,1,14849,15440,28.3,10555,19.67
Grapes,Chakan,6,Zaid,0,4814,8393,24.0,6046,16.48
Wheat,Junnar,4,Monsoon,0,8044,9210,29.7,7618,17.61
Soybean,Hadapsar,7,Rabi,0,8737,2597,17.0,8299,28.55
Onion,Manchar,1,Rabi,0,14070,12555,26.4,6209,20.48
Potato,Manchar,10,Kharif,0,15046,15062,13.7,8810,10.62
Onion,Manchar,8,Zaid,0,16041,13081,11.3,9540,24.69
Potato,Junnar,5,Monsoon,1,15202,7303,23.7,12651,30.02
Rice (Basmati),Baramati,11,Kharif,1,8216,2154,17.6,10891,35.11
Soybean,Junnar,2,Monsoon,0,10047,8639,32.0,8210,19.36
Pomegranate,Narayangaon,5,Kharif,0,5623,11472,27.0,4026,10.0
Soybean,Junnar,5,Kharif,0,11110,6782,24.5,8491,22.56
Pomegranate,Narayangaon,7,Rabi,0,7420,-537,18.8,8090,32.94
Wheat,Junnar,3,Monsoon,0,12853,5064,36.2,9196,26.2
Rice (Basmati),Pune,6,Kharif,0,11422,8421,25.8,8398,19.97
Grapes,Baramati,10,Rabi,0,7758,10096,12.2,7258,15.74
Soybean,Baramati,10,Rabi,0,5767,11131,11.9,4981,10.77
Onion,Narayangaon,7,Kharif,0,17241,14682,14.2,9525,22.26
Rice (Basmati),Narayangaon,5,Kharif,0,9617,6015,29.5,8689,24.01
Soybean,Pune,12,Zaid,1,7486,7194,20.1,8839,24.47
Pomegranate,Manchar,5,Monsoon,0,7624,5618,25.8,6669,21.58
Potato,Hadapsar,3,Kharif,0,14209,12468,31.1,9929,16.19
Soybean,Chakan,5,Kharif,1,8873,7503,27.5,9882,25.57
Wheat,Chakan,1,Rabi,1,12210,3475,28.5,12800,35.99
Rice (Basmati),Manchar,2,Zaid,0,8773,9898,30.4,5883,13.98
Soybean,Chakan,6,Monsoon,0,9542,4817,23.1,10574,28.64
Wheat,Pune,8,Monsoon,1,7678,8269,12.8,10459,25.29
Tomato,Pune,10,Zaid,0,14835,15425,11.8,8675,14.88
Grapes,Baramati,11,Monsoon,0,5825,9624,19.2,6515,15.34
Grapes,Baramati,5,Rabi,1,2092,4896,25.7,7390,25.74
Soybean,Baramati,12,Zaid,0,10057,4640,19.7,7862,24.83
Potato,Chakan,9,Monsoon,0,15912,5888,14.0,12035,29.22
Soybean,Pune,3,Zaid,0,7814,7085,33.4,5918,18.25
Pomegranate,Junnar,7,Rabi,0,5497,4056,16.2,7019,24.45
Grapes,Hadapsar,4,Rabi,1,8853,9029,29.3,12162,26.7
Pomegranate,Baramati,2,Kharif,1,12939,3758,34.5,12414,34.98
Rice (Basmati),Hadapsar,6,Rabi,0,6651,8534,21.0,5913,16.07
Grapes,Narayangaon,2,Monsoon,1,4984,4825,33.3,8609,27.68
Tomato,Pune,10,Monsoon,0,17990,13409,13.0,9646,19.36
Wheat,Narayangaon,11,Rabi,0,7958,7186,16.3,7386,20.3
Grapes,Junnar,1,Zaid,0,7305,4098,25.4,8242,26.22
Grapes,Narayangaon,6,Rabi,0,9383,7372,17.4,6989,19.42
Soybean,Chakan,11,Monsoon,1,6070,2423,19.7,8648,31.34
Soybean,Junnar,7,Kharif,0,8242,11201,14.5,6268,12.6
Onion,Pune,10,Zaid,0,18592,14501,14.4,9619,22.68
Rice (Basmati),Narayangaon,12,Monsoon,0,7923,10329,25.9,6877,14.82
Potato,Narayangaon,4,Zaid,0,16343,9212,31.9,7532,17.48
Wheat,Junnar,8,Monsoon,0,12578,2092,14.9,9492,31.1
